ASMID,ORIG SPECIES,MODIFIED SPECIES,ORIG STRAIN,MODIFIED STRAIN
GCA_003953515.1_ASM395351v1,Aspergillus flavus,Aspergillus flavus,2017 Yazoo S6,2017 Yazoo S6
GCA_003953525.1_ASM395352v1,Aspergillus flavus,Aspergillus flavus,2017 Yazoo S7,2017 Yazoo S7
GCA_003953485.1_ASM395348v1,Aspergillus flavus,Aspergillus flavus,2017 Yazoo S8,2017 Yazoo S8
GCA_001576745.1_ASM157674v1,Aspergillus flavus,Aspergillus flavus,206-4,206-4
GCA_052814735.1_ASM5281473v1,Aspergillus flavus,Aspergillus flavus,21_Fla,21_Fla
GCA_001576715.1_ASM157671v1,Aspergillus flavus,Aspergillus flavus,26-3,26-3
GCA_001695535.1_ASM169553v1,Aspergillus flavus,Aspergillus flavus,3-2,3-2
GCA_052815635.1_ASM5281563v1,Aspergillus flavus,Aspergillus flavus,36_Fla,36_Fla
GCA_001576655.1_ASM157665v1,Aspergillus flavus,Aspergillus flavus,40-5,40-5
GCA_052814715.1_ASM5281471v1,Aspergillus flavus,Aspergillus flavus,46_Fla,46_Fla
GCA_052815585.1_ASM5281558v1,Aspergillus flavus,Aspergillus flavus,50_Fla,50_Fla
GCA_001576795.1_ASM157679v1,Aspergillus flavus,Aspergillus flavus,54-2,54-2
GCA_001576645.1_ASM157664v1,Aspergillus flavus,Aspergillus flavus,61-4,61-4
GCA_001576735.1_ASM157673v1,Aspergillus flavus,Aspergillus flavus,72-5,72-5
GCA_052815605.1_ASM5281560v1,Aspergillus flavus,Aspergillus flavus,77_Fla,77_Fla
GCA_001576725.1_ASM157672v1,Aspergillus flavus,Aspergillus flavus,78-6,78-6
GCA_001576635.1_ASM157663v1,Aspergillus flavus,Aspergillus flavus,79-2,79-2
GCA_012896995.1_ASM1289699v1,Aspergillus flavus,Aspergillus flavus,A1,A1
GCA_029582055.1_ASM2958205v1,Aspergillus flavus,Aspergillus flavus,A5P1,A5P1
GCA_012895975.1_ASM1289597v1,Aspergillus flavus,Aspergillus flavus,A9,A9
GCA_019880445.1_ASM1988044v1,Aspergillus flavus,Aspergillus flavus,AF INIFAP 2021,AF INIFAP 2021
GCA_003711345.1_ASM371134v1,Aspergillus flavus,Aspergillus flavus,AF12,AF12
GCA_014117485.1_ASM1411748v1,Aspergillus flavus,Aspergillus flavus,AF13,AF13
GCA_012897275.1_ASM1289727v1,Aspergillus flavus,Aspergillus flavus,AF36,AF36
GCA_003711385.1_ASM371138v1,Aspergillus flavus,Aspergillus flavus,AF70,AF70
GCA_018140885.1_ASM1814088v1,Aspergillus flavus,Aspergillus flavus,ATCC 22546,ATCC 22546
GCA_003711355.1_ASM371135v1,Aspergillus flavus,Aspergillus flavus,AZS04M2A,AZS04M2A
GCA_012896875.1_ASM1289687v1,Aspergillus flavus,Aspergillus flavus,Afla-Guard,Afla-Guard
GCA_025769805.1_ASM2576980v1,Aspergillus flavus,Aspergillus flavus,B7001B,B7001B
GCA_003709025.1_ASM370902v1,Aspergillus flavus,Aspergillus flavus,CA14,CA14
GCA_009176375.1_Asppari1,Aspergillus flavus,Aspergillus flavus,CBS 121.62,CBS 121.62
GCA_054134245.1_ASM5413424v1,Aspergillus flavus,Aspergillus flavus,CNM-CM7872,CNM-CM7872
GCA_054134195.1_ASM5413419v1,Aspergillus flavus,Aspergillus flavus,CNM-CM8087,CNM-CM8087
GCA_054134225.1_ASM5413422v1,Aspergillus flavus,Aspergillus flavus,CNM-CM8687,CNM-CM8687
GCA_054134095.1_ASM5413409v1,Aspergillus flavus,Aspergillus flavus,CNM-CM8690,CNM-CM8690
GCA_054134085.1_ASM5413408v1,Aspergillus flavus,Aspergillus flavus,CNM-CM8729,CNM-CM8729
GCA_054134075.1_ASM5413407v1,Aspergillus flavus,Aspergillus flavus,CNM-CM8801,CNM-CM8801
GCA_031471915.1_ASM3147191v1,Aspergillus flavus,Aspergillus flavus,CNRMA 13.195,CNRMA 13.195
GCA_031471965.1_ASM3147196v1,Aspergillus flavus,Aspergillus flavus,CNRMA 13.197,CNRMA 13.197
GCA_031471935.1_ASM3147193v1,Aspergillus flavus,Aspergillus flavus,CNRMA 13.781,CNRMA 13.781
GCA_031304705.1_ASM3130470v1,Aspergillus flavus,Aspergillus flavus,CNRMA 15.21,CNRMA 15.21
GCA_031304755.1_ASM3130475v1,Aspergillus flavus,Aspergillus flavus,CNRMA 15.797,CNRMA 15.797
GCA_031471895.1_ASM3147189v1,Aspergillus flavus,Aspergillus flavus,CNRMA 18.189,CNRMA 18.189
GCA_031305155.1_ASM3130515v1,Aspergillus flavus,Aspergillus flavus,CNRMA 18.541,CNRMA 18.541
GCA_031304175.1_ASM3130417v1,Aspergillus flavus,Aspergillus flavus,CNRMA 18.657,CNRMA 18.657
GCA_031305065.1_ASM3130506v1,Aspergillus flavus,Aspergillus flavus,CNRMA 18.659,CNRMA 18.659
GCA_031304965.1_ASM3130496v1,Aspergillus flavus,Aspergillus flavus,CNRMA 18.89,CNRMA 18.89
GCA_031304255.1_ASM3130425v1,Aspergillus flavus,Aspergillus flavus,CNRMA 6.1116,CNRMA 6.1116
GCA_031304975.1_ASM3130497v1,Aspergillus flavus,Aspergillus flavus,CNRMA 6.994,CNRMA 6.994
GCA_031471985.1_ASM3147198v1,Aspergillus flavus,Aspergillus flavus,CNRMA 7.844,CNRMA 7.844
GCA_031305075.1_ASM3130507v1,Aspergillus flavus,Aspergillus flavus,CNRMA 8.1117,CNRMA 8.1117
GCA_031304185.1_ASM3130418v1,Aspergillus flavus,Aspergillus flavus,CNRMA 8.381,CNRMA 8.381
GCA_003711305.1_ASM371130v1,Aspergillus flavus,Aspergillus flavus,CS0504 VCG BS01,CS0504 VCG BS01
GCA_003711315.1_ASM371131v1,Aspergillus flavus,Aspergillus flavus,CS0540 VCG DV901,CS0540 VCG DV901
GCA_003711285.1_ASM371128v1,Aspergillus flavus,Aspergillus flavus,CS1137 VCG MC04,CS1137 VCG MC04
GCA_056582565.1_ASM5658256v1,Aspergillus flavus,Aspergillus flavus,CUAFL09,CUAFL09
GCA_023653635.1_ASM2365363v1,Aspergillus flavus,Aspergillus flavus,DMIN,DMIN
GCA_011420395.1_ASM1142039v1,Aspergillus flavus,Aspergillus flavus,E1201,E1201
GCA_011420405.1_ASM1142040v1,Aspergillus flavus,Aspergillus flavus,E1236,E1236
GCA_011420415.1_ASM1142041v1,Aspergillus flavus,Aspergillus flavus,E1275,E1275
GCA_011420435.1_ASM1142043v1,Aspergillus flavus,Aspergillus flavus,E1288,E1288
GCA_013145855.1_ASM1314585v1,Aspergillus flavus,Aspergillus flavus,E1293,E1293
GCA_013145865.1_ASM1314586v1,Aspergillus flavus,Aspergillus flavus,E1316,E1316
GCA_013145925.1_ASM1314592v1,Aspergillus flavus,Aspergillus flavus,E1345,E1345
GCA_013146015.1_ASM1314601v1,Aspergillus flavus,Aspergillus flavus,E1376,E1376
GCA_013146035.1_ASM1314603v1,Aspergillus flavus,Aspergillus flavus,E1402,E1402
GCA_013146025.1_ASM1314602v1,Aspergillus flavus,Aspergillus flavus,E1404,E1404
GCA_013146155.1_ASM1314615v1,Aspergillus flavus,Aspergillus flavus,E1406,E1406
GCA_013146165.1_ASM1314616v1,Aspergillus flavus,Aspergillus flavus,E1445,E1445
GCA_024678925.1_ASM2467892v1,Aspergillus flavus,Aspergillus flavus,FL-A-11-1,FL-A-11-1
GCA_026743845.1_ASM2674384v1,Aspergillus flavus,Aspergillus flavus,FL-A-12-3-1,FL-A-12-3-1
GCA_024678885.1_ASM2467888v1,Aspergillus flavus,Aspergillus flavus,FL-A-15-3-1,FL-A-15-3-1
GCA_024678865.1_ASM2467886v1,Aspergillus flavus,Aspergillus flavus,FL-A-22-1,FL-A-22-1
GCA_024678825.1_ASM2467882v1,Aspergillus flavus,Aspergillus flavus,FL-A-22-2,FL-A-22-2
GCA_024678845.1_ASM2467884v1,Aspergillus flavus,Aspergillus flavus,FL-A-24-1,FL-A-24-1
GCA_024678805.1_ASM2467880v1,Aspergillus flavus,Aspergillus flavus,FL-B-1-1-1,FL-B-1-1-1
GCA_024678785.1_ASM2467878v1,Aspergillus flavus,Aspergillus flavus,FL-B-11-1-1,FL-B-11-1-1
GCA_024678765.1_ASM2467876v1,Aspergillus flavus,Aspergillus flavus,FL-B-14-1-1,FL-B-14-1-1
GCA_024678545.1_ASM2467854v1,Aspergillus flavus,Aspergillus flavus,FL-B-17-1-S,FL-B-17-1-S
GCA_024676255.1_ASM2467625v1,Aspergillus flavus,Aspergillus flavus,FL-B-18-3,FL-B-18-3
GCA_024678685.1_ASM2467868v1,Aspergillus flavus,Aspergillus flavus,FL-B-21-1-1,FL-B-21-1-1
GCA_024678705.1_ASM2467870v1,Aspergillus flavus,Aspergillus flavus,FL-B-25-1,FL-B-25-1
GCA_024678725.1_ASM2467872v1,Aspergillus flavus,Aspergillus flavus,FL-C-1-2,FL-C-1-2
GCA_024678625.1_ASM2467862v1,Aspergillus flavus,Aspergillus flavus,FL-C-13-1,FL-C-13-1
GCA_024678665.1_ASM2467866v1,Aspergillus flavus,Aspergillus flavus,FL-C-15-1-1,FL-C-15-1-1
GCA_024678605.1_ASM2467860v1,Aspergillus flavus,Aspergillus flavus,FL-C-18-1,FL-C-18-1
GCA_024678585.1_ASM2467858v1,Aspergillus flavus,Aspergillus flavus,FL-C-24-1,FL-C-24-1
GCA_024678645.1_ASM2467864v1,Aspergillus flavus,Aspergillus flavus,FL-C-4-1-1,FL-C-4-1-1
GCA_050947185.1_ASM5094718v1,Aspergillus flavus,Aspergillus flavus,H2,H2
GCA_024676845.1_ASM2467684v1,Aspergillus flavus,Aspergillus flavus,IA-B-14-1,IA-B-14-1
GCA_024678745.1_ASM2467874v1,Aspergillus flavus,Aspergillus flavus,IA-B-14-1b,IA-B-14-1b
GCA_024678505.1_ASM2467850v1,Aspergillus flavus,Aspergillus flavus,IA-C-15-1,IA-C-15-1
GCA_024678485.1_ASM2467848v1,Aspergillus flavus,Aspergillus flavus,IA-C-20-1-1,IA-C-20-1-1
GCA_024678525.1_ASM2467852v1,Aspergillus flavus,Aspergillus flavus,IA-C-8-1,IA-C-8-1
GCA_024678565.1_ASM2467856v1,Aspergillus flavus,Aspergillus flavus,IA-C-9-1,IA-C-9-1
GCA_027574695.1_SRRC_1582,Aspergillus flavus,Aspergillus flavus,IC278,IC278
GCA_003967615.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 54693,IFM 54693
GCA_003967635.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 55053,IFM 55053
GCA_003967655.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 57535,IFM 57535
GCA_003967675.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 58503,IFM 58503
GCA_003967695.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 59894,IFM 59894
GCA_003967715.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 59975,IFM 59975
GCA_003967735.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 60519,IFM 60519
GCA_003967755.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 60655,IFM 60655
GCA_003967775.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 61224,IFM 61224
GCA_003967795.1_Afla_1.0,Aspergillus flavus,Aspergillus flavus,IFM 61226,IFM 61226
GCA_024678445.1_ASM2467844v1,Aspergillus flavus,Aspergillus flavus,IN-B-12-1,IN-B-12-1
GCA_024678425.1_ASM2467842v1,Aspergillus flavus,Aspergillus flavus,IN-B-19-1-1,IN-B-19-1-1
GCA_024678385.1_ASM2467838v1,Aspergillus flavus,Aspergillus flavus,IN-C-14-1-1,IN-C-14-1-1
GCA_026743815.1_ASM2674381v1,Aspergillus flavus,Aspergillus flavus,IN-C-14-2-1,IN-C-14-2-1
GCA_002217615.1_ASM221761v1,Aspergillus flavus,Aspergillus flavus,JAU2,JAU2
GCA_012896705.1_ASM1289670v1,Aspergillus flavus,Aspergillus flavus,K49,K49
GCA_012896555.1_ASM1289655v1,Aspergillus flavus,Aspergillus flavus,K54A,K54A
GCA_039268115.1_ASM3926811v1,Aspergillus flavus,Aspergillus flavus,KLFASPF10B.1,KLFASPF10B.1
GCA_039267225.1_ASM3926722v1,Aspergillus flavus,Aspergillus flavus,KLFASPF1B.1,KLFASPF1B.1
GCA_039267895.1_ASM3926789v1,Aspergillus flavus,Aspergillus flavus,KLFASPF4B.1,KLFASPF4B.1
GCA_039268055.1_ASM3926805v1,Aspergillus flavus,Aspergillus flavus,KLFASPF5B.1,KLFASPF5B.1
GCA_039267915.1_ASM3926791v1,Aspergillus flavus,Aspergillus flavus,KLFASPF7B.1,KLFASPF7B.1
GCA_039267855.1_ASM3926785v1,Aspergillus flavus,Aspergillus flavus,KLFASPF9A.1,KLFASPF9A.1
GCA_018140865.1_ASM1814086v1,Aspergillus flavus,Aspergillus flavus,KSW16,KSW16
GCA_039267505.1_ASM3926750v1,Aspergillus flavus,Aspergillus flavus,KWASPF16A.1,KWASPF16A.1
GCA_039267495.1_ASM3926749v1,Aspergillus flavus,Aspergillus flavus,KWASPF17A.1,KWASPF17A.1
GCA_039267155.1_ASM3926715v1,Aspergillus flavus,Aspergillus flavus,KWASPF18B.1,KWASPF18B.1
GCA_039267115.1_ASM3926711v1,Aspergillus flavus,Aspergillus flavus,KWASPF19B.1,KWASPF19B.1
GCA_039267105.1_ASM3926710v1,Aspergillus flavus,Aspergillus flavus,KWASPF20B.1,KWASPF20B.1
GCA_039267165.1_ASM3926716v1,Aspergillus flavus,Aspergillus flavus,KWASPF22B.1,KWASPF22B.1
GCA_008694435.1_ASM869443v1,Aspergillus flavus,Aspergillus flavus,Ka16127,Ka16127
GCA_037044375.1_ASM3704437v1,Aspergillus flavus,Aspergillus flavus,LH_A403,LH_A403
GCA_039267875.1_ASM3926787v1,Aspergillus flavus,Aspergillus flavus,LMASPF11B.1,LMASPF11B.1
GCA_039267535.1_ASM3926753v1,Aspergillus flavus,Aspergillus flavus,LMASPF12A.1,LMASPF12A.1
GCA_039267545.1_ASM3926754v1,Aspergillus flavus,Aspergillus flavus,LMASPF13B.1,LMASPF13B.1
GCA_039267615.1_ASM3926761v1,Aspergillus flavus,Aspergillus flavus,LMASPF15A.1,LMASPF15A.1
GCA_008694415.1_ASM869441v1,Aspergillus flavus,Aspergillus flavus,La3279,La3279
GCA_008694425.1_ASM869442v1,Aspergillus flavus,Aspergillus flavus,La3304,La3304
GCA_025769655.1_ASM2576965v1,Aspergillus flavus,Aspergillus flavus,M40-03B,M40-03B
GCA_054772035.1_Asp111218_01,Aspergillus flavus,Aspergillus flavus,MAFF 111218,MAFF 111218
GCA_054772015.1_Asp111219_01,Aspergillus flavus,Aspergillus flavus,MAFF 111219,MAFF 111219
GCA_054771995.1_Asp111220_01,Aspergillus flavus,Aspergillus flavus,MAFF 111220,MAFF 111220
GCA_054771975.1_Asp111221_01,Aspergillus flavus,Aspergillus flavus,MAFF 111221,MAFF 111221
GCA_020091605.1_ASM2009160v1,Aspergillus flavus,Aspergillus flavus,MRI19,MRI19
GCA_024678405.1_ASM2467840v1,Aspergillus flavus,Aspergillus flavus,NC-A-1-3-1,NC-A-1-3-1
GCA_026743835.1_ASM2674383v1,Aspergillus flavus,Aspergillus flavus,NC-A-1-8B-1,NC-A-1-8B-1
GCA_024678465.1_ASM2467846v1,Aspergillus flavus,Aspergillus flavus,NC-A-2-3-2,NC-A-2-3-2
GCA_024678325.1_ASM2467832v1,Aspergillus flavus,Aspergillus flavus,NC-A-3-5-1,NC-A-3-5-1
GCA_024678345.1_ASM2467834v1,Aspergillus flavus,Aspergillus flavus,NC-A-4-6B-2,NC-A-4-6B-2
GCA_024678365.1_ASM2467836v1,Aspergillus flavus,Aspergillus flavus,NC-B-1-3-1,NC-B-1-3-1
GCA_024678285.1_ASM2467828v1,Aspergillus flavus,Aspergillus flavus,NC-D-1-5-1,NC-D-1-5-1
GCA_024678205.1_ASM2467820v1,Aspergillus flavus,Aspergillus flavus,NC-D-2-1B-1,NC-D-2-1B-1
GCA_024678295.1_ASM2467829v1,Aspergillus flavus,Aspergillus flavus,NC-D-2-2-2,NC-D-2-2-2
GCA_024678225.1_ASM2467822v1,Aspergillus flavus,Aspergillus flavus,NC-D-2-6-1,NC-D-2-6-1
GCA_024678145.1_ASM2467814v1,Aspergillus flavus,Aspergillus flavus,NC-D-4-4-1,NC-D-4-4-1
GCA_024678185.1_ASM2467818v1,Aspergillus flavus,Aspergillus flavus,NC-D-4-8-1,NC-D-4-8-1
GCA_024676965.1_ASM2467696v1,Aspergillus flavus,Aspergillus flavus,NC-E-14-2,NC-E-14-2
GCA_024677005.1_ASM2467700v1,Aspergillus flavus,Aspergillus flavus,NC-E-14-3-1,NC-E-14-3-1
GCA_024676945.1_ASM2467694v1,Aspergillus flavus,Aspergillus flavus,NC-E-16-1,NC-E-16-1
GCA_024676915.1_ASM2467691v1,Aspergillus flavus,Aspergillus flavus,NC-E-17-3-1,NC-E-17-3-1
GCA_024677145.1_ASM2467714v1,Aspergillus flavus,Aspergillus flavus,NC-E-2-1-1,NC-E-2-1-1
GCA_024676895.1_ASM2467689v1,Aspergillus flavus,Aspergillus flavus,NC-E-25-1,NC-E-25-1
GCA_024676865.1_ASM2467686v1,Aspergillus flavus,Aspergillus flavus,NC-E-25-3-1,NC-E-25-3-1
GCA_024667655.1_ASM2466765v1,Aspergillus flavus,Aspergillus flavus,NC-E-3-2,NC-E-3-2
GCA_024678165.1_ASM2467816v1,Aspergillus flavus,Aspergillus flavus,NC-E-5-1,NC-E-5-1
GCA_024677065.1_ASM2467706v1,Aspergillus flavus,Aspergillus flavus,NC-E-5-3,NC-E-5-3
GCA_024677125.1_ASM2467712v1,Aspergillus flavus,Aspergillus flavus,NC-E-6-1,NC-E-6-1
GCA_024677025.1_ASM2467702v1,Aspergillus flavus,Aspergillus flavus,NC-E-6-3-1,NC-E-6-3-1
GCA_024676985.1_ASM2467698v1,Aspergillus flavus,Aspergillus flavus,NC-E-7-1-1,NC-E-7-1-1
GCA_002456175.2_ASM245617v2,Aspergillus flavus,Aspergillus flavus,NRRL 118543,NRRL 118543
GCA_030770205.1_ASM3077020v1,Aspergillus flavus,Aspergillus flavus,NRRL 1957,NRRL 1957
GCA_002217635.1_ASM221763v1,Aspergillus flavus,Aspergillus flavus,NRRL 21882,NRRL 21882
GCA_012897115.1_ASM1289711v1,Aspergillus flavus,Aspergillus flavus,NRRL 2999,NRRL 2999
GCA_002443215.2_ASM244321v2,Aspergillus flavus,Aspergillus flavus,NRRL 30797,NRRL 30797
GCF_009017415.1_ASM901741v1,Aspergillus flavus,Aspergillus flavus,NRRL 3357,NRRL 3357
GCA_055697435.1_ASM5569743v1,Aspergillus flavus,Aspergillus flavus,NRRL 3357 G0,NRRL 3357 G0
GCA_055672025.1_ASM5567202v1,Aspergillus flavus,Aspergillus flavus,NRRL 3357 G10,NRRL 3357 G10
GCA_055672005.1_ASM5567200v1,Aspergillus flavus,Aspergillus flavus,NRRL 3357 G15,NRRL 3357 G15
GCA_055697395.1_ASM5569739v1,Aspergillus flavus,Aspergillus flavus,NRRL 3357 G5,NRRL 3357 G5
GCA_004329145.1_ASM432914v1,Aspergillus flavus,Aspergillus flavus,NRRL 35739,NRRL 35739
GCA_030770195.1_ASM3077019v1,Aspergillus flavus,Aspergillus flavus,NRRL 501,NRRL 501
GCA_024678945.1_ASM2467894v1,Aspergillus flavus,Aspergillus flavus,NRRL3357,NRRL3357
GCA_042609365.1_ASM4260936v1,Aspergillus flavus,Aspergillus flavus,NRZ-2015-093,NRZ-2015-093
GCA_042609345.1_ASM4260934v1,Aspergillus flavus,Aspergillus flavus,NRZ-2015-139,NRZ-2015-139
GCA_042609275.1_ASM4260927v1,Aspergillus flavus,Aspergillus flavus,NRZ-2015-180,NRZ-2015-180
GCA_042609295.1_ASM4260929v1,Aspergillus flavus,Aspergillus flavus,NRZ-2016-084,NRZ-2016-084
GCA_042609265.1_ASM4260926v1,Aspergillus flavus,Aspergillus flavus,NRZ-2016-396,NRZ-2016-396
GCA_042609255.1_ASM4260925v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-104,NRZ-2017-104
GCA_042609225.1_ASM4260922v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-123,NRZ-2017-123
GCA_042609195.1_ASM4260919v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-203,NRZ-2017-203
GCA_042931815.1_ASM4293181v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-236,NRZ-2017-236
GCA_042609205.1_ASM4260920v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-296,NRZ-2017-296
GCA_042609175.1_ASM4260917v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-435,NRZ-2017-435
GCA_042609115.1_ASM4260911v1,Aspergillus flavus,Aspergillus flavus,NRZ-2017-471,NRZ-2017-471
GCA_042608855.1_ASM4260885v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-277,NRZ-2018-277
GCA_042931735.1_ASM4293173v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-411,NRZ-2018-411
GCA_042609135.1_ASM4260913v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-501,NRZ-2018-501
GCA_042609105.1_ASM4260910v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-573,NRZ-2018-573
GCA_042609095.1_ASM4260909v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-619,NRZ-2018-619
GCA_042609085.1_ASM4260908v1,Aspergillus flavus,Aspergillus flavus,NRZ-2018-642,NRZ-2018-642
GCA_042609015.1_ASM4260901v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-089,NRZ-2019-089
GCA_042608985.1_ASM4260898v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-098,NRZ-2019-098
GCA_042609025.1_ASM4260902v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-135,NRZ-2019-135
GCA_042609005.1_ASM4260900v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-147,NRZ-2019-147
GCA_042931755.1_ASM4293175v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-224,NRZ-2019-224
GCA_042931675.1_ASM4293167v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-251,NRZ-2019-251
GCA_042608795.1_ASM4260879v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-319,NRZ-2019-319
GCA_042608995.1_ASM4260899v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-397,NRZ-2019-397
GCA_042931795.1_ASM4293179v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-501,NRZ-2019-501
GCA_042608785.1_ASM4260878v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-511,NRZ-2019-511
GCA_042931695.1_ASM4293169v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-553,NRZ-2019-553
GCA_042608905.1_ASM4260890v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-556,NRZ-2019-556
GCA_042931535.1_ASM4293153v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-686,NRZ-2019-686
GCA_042608925.1_ASM4260892v1,Aspergillus flavus,Aspergillus flavus,NRZ-2019-708,NRZ-2019-708
GCA_042608825.1_ASM4260882v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-048,NRZ-2020-048
GCA_042931575.1_ASM4293157v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-086,NRZ-2020-086
GCA_042608805.1_ASM4260880v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-130,NRZ-2020-130
GCA_042608915.1_ASM4260891v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-288,NRZ-2020-288
GCA_042608895.1_ASM4260889v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-404,NRZ-2020-404
GCA_042608725.1_ASM4260872v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-599,NRZ-2020-599
GCA_042608735.1_ASM4260873v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-617,NRZ-2020-617
GCA_042608885.1_ASM4260888v1,Aspergillus flavus,Aspergillus flavus,NRZ-2020-787,NRZ-2020-787
GCA_042608745.1_ASM4260874v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0053,NRZ-2021-0053
GCA_042608695.1_ASM4260869v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0058,NRZ-2021-0058
GCA_042608685.1_ASM4260868v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0507,NRZ-2021-0507
GCA_042608585.1_ASM4260858v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0510,NRZ-2021-0510
GCA_042608625.1_ASM4260862v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0561,NRZ-2021-0561
GCA_042608645.1_ASM4260864v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0657,NRZ-2021-0657
GCA_042608595.1_ASM4260859v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0758,NRZ-2021-0758
GCA_042608605.1_ASM4260860v1,Aspergillus flavus,Aspergillus flavus,NRZ-2021-0823,NRZ-2021-0823
GCA_024676795.1_ASM2467679v1,Aspergillus flavus,Aspergillus flavus,OK-A-15-2,OK-A-15-2
GCA_024676745.1_ASM2467674v1,Aspergillus flavus,Aspergillus flavus,OK-A-17-1-1,OK-A-17-1-1
GCA_024676875.1_ASM2467687v1,Aspergillus flavus,Aspergillus flavus,OK-A-8-1-S,OK-A-8-1-S
GCA_024675085.1_ASM2467508v1,Aspergillus flavus,Aspergillus flavus,OK-B-13-1-1,OK-B-13-1-1
GCA_024674975.1_ASM2467497v1,Aspergillus flavus,Aspergillus flavus,OK-B-14-2-1,OK-B-14-2-1
GCA_024674685.1_ASM2467468v1,Aspergillus flavus,Aspergillus flavus,OK-B-17-1-1,OK-B-17-1-1
GCA_024676265.1_ASM2467626v1,Aspergillus flavus,Aspergillus flavus,OK-B-4-1-1,OK-B-4-1-1
GCA_024675505.1_ASM2467550v1,Aspergillus flavus,Aspergillus flavus,OK-B-6-1-1,OK-B-6-1-1
GCA_024675385.1_ASM2467538v1,Aspergillus flavus,Aspergillus flavus,OK-B-7-1-1,OK-B-7-1-1
GCA_008694405.1_ASM869440v1,Aspergillus flavus,Aspergillus flavus,Og0222,Og0222
GCA_037040755.1_ASM3704075v1,Aspergillus flavus,Aspergillus flavus,P7901,P7901
GCA_024674045.1_ASM2467404v1,Aspergillus flavus,Aspergillus flavus,PA-A-6-1,PA-A-6-1
GCA_024673995.1_ASM2467399v1,Aspergillus flavus,Aspergillus flavus,PA-B-1-1-1,PA-B-1-1-1
GCA_024673185.1_ASM2467318v1,Aspergillus flavus,Aspergillus flavus,PA-B-1-2,PA-B-1-2
GCA_024672685.1_ASM2467268v1,Aspergillus flavus,Aspergillus flavus,PA-B-11-1,PA-B-11-1
GCA_024672365.1_ASM2467236v1,Aspergillus flavus,Aspergillus flavus,PA-B-12-1,PA-B-12-1
GCA_024672335.1_ASM2467233v1,Aspergillus flavus,Aspergillus flavus,PA-B-14-2,PA-B-14-2
GCA_024672055.1_ASM2467205v1,Aspergillus flavus,Aspergillus flavus,PA-B-16-2-1,PA-B-16-2-1
GCA_024671585.1_ASM2467158v1,Aspergillus flavus,Aspergillus flavus,PA-B-16-3,PA-B-16-3
GCA_024671105.1_ASM2467110v1,Aspergillus flavus,Aspergillus flavus,PA-B-20-1,PA-B-20-1
GCA_024671085.1_ASM2467108v1,Aspergillus flavus,Aspergillus flavus,PA-B-20-3-1,PA-B-20-3-1
